"log_spend","americansingles.com","opm.gov","netzerovoice.com","mobilesidewalk.com","dvlabs.com","go.com-o02","imgfarm.com","va.us","srch-results.com","ebay.com","shopping.com","bargain-buddy.net","instream.com","gamespy.com","kbb.com","commerceonlinebanking.com","need2find.com","180solutions.com","oldnavy.com","connextra.com","tacoda.net","citibank.com","army.mil","ichotelsgroup.com","nc.us","pa.us","andale.com","pornaccess.com","gamefaqs.com","grab.com","realarcade.com","topix.net","imdb.com","superbrewards.com","clickspring.net","rootv.com","tripadvisor.com","wellsfargo.com","friendster.com","adjuggler.com","hollywood.com","pbskids.org","cars.com","vmn.net","infospace.com","movietickets.com","google.com","smartbargains.com","sysupdates2.com","frontiernet.net","aavalue.com","imixserver.com","altbill.com","cs.com","edgesuite.net","footprint.net","constantcontact.com","admarketplace.net","suntrust.com","tracking101.com","ru4.com","ebaumsworld.com","myweather.net","cams.com","88.80.5.21","freewebs.com","cjt1.net","intellitxt.com","192.168.1.1","eversave.com","information.com","dotomi.com","finestresults.com","realcastmedia.com","cursormania.com","sportsbook.com","dealerconnection.com","local.com","btgrab.com","adecn.com","true.com","azjmp.com","itrack.it","mywebsearch.com","nickjr.com","mypoints.com","gm.com","blogspot.com","forbes.com","partner2profit.com","lowes.com","hgtv.com","64.136.28.49","azlyrics.com","imagine-msn.com","spynet.com","webratsmusic.com","searchscout.com","yfdirect.com","blogrolling.com","verizon.com","worldnow.com","findology.com","shopathome.com","honda.com","ticketmaster.com","sedoparking.com","columbiahouse.com","216.155.193.91","ask.com","mn.us","hotfreelayouts.com","nichedsites.com","tmcs.net-o01","edmunds.com","adultadworld.com","zango.com","cox.net","shop.com","pch.com","anywho.com","rapid-pass.net","redorbit.com","opentracker.net","surveys.com","bloglines.com","targetnet.com","spamblockerutility.com","sbc.com","adelphia.net","aresgalaxy.org","airtran.com","valueclick.com","delta.com","adengage.com","yahoo.com","xolox.nl","wachovia.com","net-offers.net","sublimedirectory.com","wwe.com","onlinemediaoutlet.com","mbnanetaccess.com","xanga.com","scout.com","typepad.com","multi-pops.com","timeinc.net","upromise.com","jacquielawson.com","akamaistream.net","lycos.com","go.com-o03","ppmdating.com","bridgetrack.com","vh1.com","edline.net","freeones.com","perfectgonzo.com","checkm8.com","geotrust.com","cpvfeed.com","stopzilla.com","youravon.com","intelius.com","newcarinsider.com","technorati.com","qvc.com","gogotools.com","thumbplay.com","sirius.com","kraftfoods.com","il.us","automotive.com","providianservices.com","toontown.com","cox.com","leadgenetwork.com","032439.com","shopperssavingcenter.com","cbs.com","wikipedia.org","uclick.com","slotch.com","gator.com","shopyourbargain.com","wannawatch.com","ugo.com-o02","specificclick.net","53.com","winsoftware.com","worldsex.com","travelocity.com","yahoo.net","juggcrew.com","blackpeoplemeet.com","whenu.com","altnet.com","afy11.net","capitalone.com"
4.0943445622221,0,0,0,0,0.0681198910081744,0,0,0,0,0.272479564032698,0.0681198910081744,0,0,0,0,0,0,0,0,0,0.544959128065395,0,0,0.0681198910081744,0,0,0,0,0,0,0,0,0.0681198910081744,0.0681198910081744,0,0,0,0.136239782016349,0,0,0,0,0.0681198910081744,0,0.0681198910081744,0,0.340599455040872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885558583106267,0,0,0.340599455040872,0,0.136239782016349,0,0.408719346049046,0,0.340599455040872,0.340599455040872,0,0,0,0,0,0,0.0681198910081744,0,0,0,0.136239782016349,0.0681198910081744,0,0,0,0,0.272479564032698,0.0681198910081744,0.953678474114441,0,0,0,0,0,0,0,0,0,0.0681198910081744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681198910081744,0.136239782016349,0,0.0681198910081744,0,0.0681198910081744,0,0.0681198910081744,0,0,0,0,0,0.0681198910081744,0,0,0,0,0,0,16.3487738419619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272479564032698,0.340599455040872,0,0.0681198910081744,0,0,0,0.204359673024523,0,0,0,0,0,0.0681198910081744,0,0,0,0,0.136239782016349,0,0,0,0,0.272479564032698,0,0,0,0,0.0681198910081744,0,0.136239782016349,0,0,0,0,0.0681198910081744,0,0.408719346049046,0,0,0,0,0.0681198910081744,0,0.0681198910081744,0,0,0,0
4.75359019110636,0,0,0,0.0234796900680911,0.0234796900680911,0,0,0,0,0.21131721061282,0,0,0.0234796900680911,0,0,0,0,0,0.0234796900680911,0,0.0704390702042733,0,0,0.0234796900680911,0,0,0,0,0,0,0,0,0,0.0234796900680911,0,0,0,0,0,0.0704390702042733,0,0,0,0,0.117398450340456,0,0.0939187602723644,0,0,0.0234796900680911,0,0,0.0469593801361822,0,0,0,0,0.0469593801361822,0,0.0234796900680911,0.399154731157549,0,0,0,0,0,0,0.0234796900680911,0,0,0.0469593801361822,0.0469593801361822,0,0,0,0.0234796900680911,0,0,0,0.0234796900680911,0.0469593801361822,0,0,0.0234796900680911,0,0,0,0,0,0.0234796900680911,0,0,0,0.0234796900680911,0,0,0,0,0,0,0,0,0,0,0,0,0.0234796900680911,0,0,0.0234796900680911,0.0234796900680911,0,0,0.0234796900680911,0,0,0,0,0.0234796900680911,0,0,0,0,0,0,0.0234796900680911,0.0469593801361822,0,0,0,0,0,0,0,0,2.86452218830711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234796900680911,0,0,0,0,0,0.0234796900680911,0,0,0,0.0234796900680911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234796900680911,0,0.0704390702042733,0,0,0,0,0.0234796900680911,0.0704390702042733,0.117398450340456,0,0,0.0234796900680911,0,0,0,0,28.2930265320498,0,0,0
5.46383180502561,0,0,0,0,0.0570125427594071,0,0,0,0,0.152033447358419,0.0380083618396047,0,0,0,0,0,0,0,0,0.779171417711897,0.152033447358419,0,0,0,0,0,0,0.437096161155454,0,0,0,0,0.0760167236792094,0,0,0,0.0190041809198024,0,0,0,0.133029266438616,0,0,0,0,0.0570125427594071,5.22614975294565,0,0,0,0,0,2.73660205245154,0,0,0.0760167236792094,0,0,0,0,0.266058532877233,0,0,0.0570125427594071,0,0,0,0,0,0,0,0,0,0,0,0.0570125427594071,0,0,0,0,0,0,0.0380083618396047,0,0,0,0,0.0380083618396047,0,1.17825921702775,0,0,0,0,0,0,0,0,0,0.0190041809198024,0,0,0,0,0,0,0,0,0,0,0,0,0.247054351957431,0.0380083618396047,0,0.0380083618396047,0,7.52565564424173,0,0,0,0,0.0190041809198024,0,0,0,0,0,0,0.0190041809198024,0,0,0,0,0.0570125427594071,8.20980615735462,0,0,0,0.0760167236792094,0,0,0,0,0,0.0190041809198024,0,0,0,0,0,0.0190041809198024,0,0,0,0,0,0.0950209045990118,0.228050171037628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570125427594071,0,0,0,0,0.0380083618396047,0,0,0,0,0.342075256556442,0,0.228050171037628,0,0,0,0,0,0.475104522995059,0,15.4884074496389,0,0,0.152033447358419
5.55682806169954,0,0,0,0,0.118882504458094,0.0297206261145235,0,0,0,0.0297206261145235,0,0,0,0,0,0,0,0,0,0,0.0792550029720626,0,0,0,0,0,0,0,0,0,0,0.00990687537150783,0.832177531206657,0,0,0,0,0,0.0198137507430157,0,0.148603130572617,0,0,0,0.00990687537150783,0.00990687537150783,1.34733505052506,0,0,0,0.00990687537150783,0,0,0,0,0.108975629086586,0.0891618783435704,0,0,0.0198137507430157,0.59441252229047,0.00990687537150783,0,0,0,0.0198137507430157,0,0.13869625520111,0,0,0.0693481276005548,0.00990687537150783,0.00990687537150783,0,0,0,0,0,0,0,0,0.0198137507430157,0.00990687537150783,8.02456905092134,0,0,0,0.0990687537150783,0.00990687537150783,0.82227065583515,0,0,0,0,0,0,0.13869625520111,0,0,0.00990687537150783,0.0198137507430157,0,0.0198137507430157,0,0.00990687537150783,0,0.0495343768575391,0,0,0.425995640974837,0,0,0,0.178323756687141,0,0,0.00990687537150783,0,0,0,0,0,0,0,0,0.059441252229047,0.0297206261145235,0,0,0.208044382801664,0,0,0,0.0396275014860313,0,9.14404596790172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297206261145235,0,0.0693481276005548,0,0,0.0396275014860313,0.0198137507430157,0,0,0,0.0792550029720626,0,0,0,0,0.00990687537150783,0,0.00990687537150783,0,0,0,0.00990687537150783,0,0,0,0,0,0,0.00990687537150783,0,0,0.0198137507430157,0.0891618783435704,0,0,0,0,0,0.00990687537150783,0.267485635030711,0,0,0,0.00990687537150783,0,0,0,0,0,0,0
7.12286665859908,0,0,0,0,0,0.00658327847267939,0,0,0,2.35681369321922,0.0394996708360764,0,0.00658327847267939,0,0,0,0,0,0.0263331138907176,0,0.0789993416721527,0,0,0,0,0.00658327847267939,0.0263331138907176,0,0,0,0.00658327847267939,0.00658327847267939,0.032916392363397,0,0,0,0.0131665569453588,0,0,0.00658327847267939,0.00658327847267939,0.00658327847267939,0,0,0,0,13.1138907175774,0,0,0,0,0,0,0,0.0131665569453588,0,0.00658327847267939,0.375246872942725,0,0,0.223831468071099,0,0.00658327847267939,0,0,0.0131665569453588,0,0.125082290980909,0,0,0.0658327847267939,0.0394996708360764,0.00658327847267939,0,0.00658327847267939,0,0,0.0131665569453588,0,0,0,0.032916392363397,0.00658327847267939,0,0,0,0,0.0526662277814352,0,0.184331797235023,0.032916392363397,0.0460829493087558,0,0.00658327847267939,0,0,0,0,0,0,0,0,0.00658327847267939,0,0,0.00658327847267939,0.032916392363397,0,0,0.032916392363397,0,0,0,0.0197498354180382,0,0,0,0,0.032916392363397,0,0,0,0,0.0131665569453588,0,0.0131665569453588,0,0,0.0789993416721527,0,0,0,0.00658327847267939,0,0,7.10994075049375,0,0,0,0,0,0,0,0.0526662277814352,0,0.0131665569453588,0,0.0394996708360764,0,0.0197498354180382,0,0.0394996708360764,0.0724160631994733,0,0.0197498354180382,0,0,0,0,0,0,0,0.00658327847267939,0,0.0131665569453588,0,0.0131665569453588,0.0131665569453588,0,0,0,0,0,0,0.0197498354180382,0.0921658986175115,0,0,0,0,0,0.0987491770901909,0.0131665569453588,0,0,0,0.0131665569453588,0.00658327847267939,0.118499012508229,0,0,0,0.0131665569453588,0.0460829493087558,0,0,0,0,0,0
6.97447891102505,0,0,0,0,0,0,0,0.475297060662914,0,0.0625390869293308,0,0,0,0,0,0,0,0,0,0,0.0625390869293308,0,0,0,0.0250156347717323,0,0,0,0,0,0,0,0.0125078173858662,0,0,0,0.0125078173858662,0,0,0,0,0,0.0125078173858662,0,0,0.0375234521575985,0.637898686679174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275171982489056,0,0,0,0,0,0,0.0375234521575985,0,0,0.0875547217010632,0.0875547217010632,0,0,0.0125078173858662,0,0,0,0,0.0125078173858662,0,0.0250156347717323,0,0,0,0,0,0,0,2.16385240775485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125078173858662,0,0,0,0.0125078173858662,0,0,0,0,0,0.0125078173858662,0,0,0,0,0,0,0,0,0,0,0,0.075046904315197,0,0.0375234521575985,0,9.38086303939962,0,0.150093808630394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125078173858662,0,0.0125078173858662,0,0,0,0,0,0,0,0,0,0.0125078173858662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125078173858662,0,0.0250156347717323,0,0,0,0,0,0,0.225140712945591,0,0,0,0.0125078173858662,0,0,0,51.8323952470294,0,0,0
6.87316383421252,0,0.05941770647653,0,0,0,0,0,0,0,0.148544266191325,0.029708853238265,0,0.029708853238265,0,0.089126559714795,0,0,0,0,0,0.05941770647653,0.029708853238265,0,0.089126559714795,0,0,0,0,0,0,0,0.029708853238265,0,0,0,0,0.029708853238265,0.207961972667855,0,0.029708853238265,0,0,0.089126559714795,0,0.05941770647653,0,1.48544266191325,0,0,0.089126559714795,0.029708853238265,0.029708853238265,0,0,0,0.029708853238265,0.029708853238265,0,0,0,3.95127748068925,0,0,0,0,0,0,0.05941770647653,0,0,0.089126559714795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24777183600713,0,0,0,0,0.029708853238265,0,0,0,0,0.029708853238265,0,0,0,0,0,0,0,0,0,0.029708853238265,0,0,0,0.029708853238265,0.05941770647653,0,0,0,0,0,0,0,0,0.05941770647653,0,0,0,0,0,0,0,0.089126559714795,0,0.11883541295306,0,1.75282234105764,0,0,0,0,0,0,0,0,0,0,0,0.029708853238265,0,0.17825311942959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11883541295306,0.029708853238265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029708853238265,0,0,0,0,0.029708853238265,0,0.17825311942959,0,0,0,0.05941770647653,0,0,0,0,0,0,0
5.65948221575962,0,0,0,0,0,0,0,0,0,0,0.0466635557629491,0,0.606626224918339,0,0,0,0,0,0,0,0.0466635557629491,0,0,0.0466635557629491,1.63322445170322,0,0,0,0,0,0,0,0,0,0,0,1.49323378441437,0,0,0,0,0,0,0,0,0,2.19318712085861,0,0,0,0.0466635557629491,0,0,0,0.0933271115258983,0,0,0,0,0,0.699953336444237,0,0,0,0,0,0,0.279981334577695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186654223051797,0,1.30657956136258,0,0,0,0,0,0,0,0,0,0,0,0,0.0466635557629491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466635557629491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373308446103593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933271115258983,0,0,0,0,0,0,0,0,0,0,0,0.0466635557629491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466635557629491,0,0,0,0,0,0,5.3196453569762,0,0,0,0,0,0,0,0,0,0,0
5.13579843705026,0,0,0,0,0.153139356814701,0,0,0.153139356814701,0,0.612557427258805,0,0,0,0,0.153139356814701,0,0,0,0,0,0.153139356814701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153139356814701,0,0,0,0,0,0,0,0,0,2.14395099540582,0,0,0,0,0,0,0,0,0.306278713629403,0,0.153139356814701,0,0,0.153139356814701,0,0,0,0,0,0,0,0,0,0.306278713629403,0,0,0.153139356814701,0,0,0,0.153139356814701,0,0,0,0,0.153139356814701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153139356814701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153139356814701,0,0,0,0,0,0,31.2404287901991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153139356814701,0.306278713629403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306278713629403,0,0,0,0,0,0,0.153139356814701,0,0,0,0,0,0,0,0,0,0,0
9.386056829718,0.0289100896212778,0,0,0,0.0578201792425556,0,0.0289100896212778,0,0,0.144550448106389,0.0867302688638335,0,0,0,0,0,0,0,0.173460537727667,0,2.28389708008095,0.0578201792425556,0,0.0578201792425556,0,0,0,0,0,0,0,0.0289100896212778,0.231280716970223,0,0,0,0,0,0,0.0289100896212778,0.0289100896212778,0,0,0,0,0,4.27869326394912,0.0289100896212778,0,0,0,0,0,0,0,0,0,0.0578201792425556,0,0.0578201792425556,0.40474125469789,0.0578201792425556,0.115640358485111,0.0578201792425556,0,0,0,0.40474125469789,0,0.0289100896212778,0.202370627348945,0,0.0578201792425556,0.173460537727667,0,0,0,0,0,0.202370627348945,0,0.0289100896212778,0.0867302688638335,7.66117374963862,0,0,0,0.0867302688638335,0,0.896212778259613,0,0,0,0,0,0,0,0,0,0,0.115640358485111,0.202370627348945,0,0,0,0.0578201792425556,0.0289100896212778,0.2601908065915,0,0,0,0,0,0,0.0289100896212778,0.0289100896212778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578201792425556,0,0,5.23272622145129,0,0,0,0,0,0,0.0289100896212778,0,0,0.0867302688638335,0,0,0,0,8.35501590054929,0.0289100896212778,0.202370627348945,0,0.115640358485111,0,0,0,0,0,0,0,0,0,0.0289100896212778,0,0.0289100896212778,0,0.173460537727667,0,0.0289100896212778,0.607111882046834,0.0289100896212778,0,0,0,0,0.0289100896212778,0,0,0,0.144550448106389,0,0,0,0,0,0,1.76351546689795,0,0,0,0.0578201792425556,0,0,0,0,0,0,0.0578201792425556
